name,portrait_url,game,gender,weapon,starting_class,movement_type,hair_color,is_active,promotion_tier
Palla,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/palla.png,Shadow Dragon|New Mystery of the Emblem|Echoes: Shadows of Valentia,Female,Lance,Pegasus Knight,Flying,Green,TRUE,Unpromoted
Arran,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/arran.png,Shadow Dragon|New Mystery of the Emblem,Male,Sword|Lance,Paladin,Cavalry,Yellow,TRUE,Promoted
Samson,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/samson.png,Shadow Dragon|New Mystery of the Emblem,Male,Sword|Axe,Hero,Infantry,Blue,TRUE,Promoted
Xane,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/xane.png,Shadow Dragon|New Mystery of the Emblem,Male,None,Freelancer,Infantry,Red,TRUE,Unique
Etzel,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/etzel.png,Shadow Dragon|New Mystery of the Emblem,Male,Tome|Staff,Sorcerer,Infantry,Red,TRUE,Promoted
Est,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/est.png,Shadow Dragon|New Mystery of the Emblem|Echoes: Shadows of Valentia,Female,Lance,Pegasus Knight,Flying,Pink,TRUE,Unpromoted
Tiki,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/tiki.png,Shadow Dragon|New Mystery of the Emblem|Awakening,Female,Dragonstone,Manakete,Infantry,Green,TRUE,Unique
Lorenz (Shadow Dragon),https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/lorenz(shadow%20dragon).png,Shadow Dragon,Male,Lance|Bow,General,Armored,White,TRUE,Promoted
Ymir,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/ymir.png,Shadow Dragon|New Mystery of the Emblem,Male,Axe|Bow,Warrior,Infantry,Purple,TRUE,Promoted
Elice,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/elice.png,Shadow Dragon|New Mystery of the Emblem,Female,Staff,Cleric,Infantry,Blue,TRUE,Unpromoted
Gotoh,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/gotoh.png,Shadow Dragon,Male,Tome|Staff,Sage,Infantry,White,TRUE,Promoted
Nagi,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/nagi.png,Shadow Dragon|New Mystery of the Emblem,Female,Dragonstone,Manakete,Infantry,Green,TRUE,Unique
Luke,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/luke.png,New Mystery of the Emblem,Male,Sword|Lance,Cavalier,Cavalry,Green,TRUE,Unpromoted
Roderick,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/roderick.png,New Mystery of the Emblem,Male,Sword|Lance,Cavalier,Cavalry,Brown,TRUE,Unpromoted
Cecil,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/cecil.png,New Mystery of the Emblem,Female,Sword|Lance,Cavalier,Cavalry,Red,TRUE,Unpromoted
Ryan,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/ryan.png,New Mystery of the Emblem,Male,Bow,Archer,Infantry,Green,TRUE,Unpromoted
Marisha,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/marisha.png,New Mystery of the Emblem,Female,Staff,Cleric,Infantry,Blue,TRUE,Unpromoted
Warren,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/warren.png,New Mystery of the Emblem,Male,Bow,Hunter,Infantry,Yellow,TRUE,Unpromoted
Yuliya,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/yuliya.png,New Mystery of the Emblem,Female,Staff,Cleric,Infantry,Yellow,TRUE,Unpromoted
Jubelo,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/jubelo.png,New Mystery of the Emblem,Male,Tome,Mage,Infantry,Yellow,TRUE,Unpromoted
Sirius,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/sirius.png,New Mystery of the Emblem,Male,Sword|Lance,Paladin,Cavalry,Yellow,TRUE,Promoted
Samuel,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/samuel.png,New Mystery of the Emblem,Male,Sword,Myrmidon,Infantry,Brown,TRUE,Unpromoted
Phina,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/phina.png,New Mystery of the Emblem,Female,Sword,Dancer,Infantry,Red,TRUE,Unique
Arlen,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/arlen.png,New Mystery of the Emblem,Male,Tome,Mage,Infantry,Yellow,TRUE,Unpromoted
Dice,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/dice.png,New Mystery of the Emblem,Male,Axe,Fighter,Infantry,Brown,TRUE,Unpromoted
Malice,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/malice.png,New Mystery of the Emblem,Female,Sword,Myrmidon,Infantry,Purple,TRUE,Unpromoted
Roberto,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/roberto.png,New Mystery of the Emblem,Male,Sword|Bow,Horseman,Cavalry,Yellow,FALSE,Promoted
Belf,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/belf.png,New Mystery of the Emblem,Male,Sword|Lance,Cavalier,Cavalry,Black,FALSE,Unpromoted
Reiden,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/reiden.png,New Mystery of the Emblem,Male,Sword|Lance,Cavalier,Cavalry,Brown,FALSE,Unpromoted
Katarina,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/katarina.png,New Mystery of the Emblem,Female,Tome|Staff,Sage,Infantry,Purple,TRUE,Promoted
Sheena,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/sheena.png,New Mystery of the Emblem,Female,Lance|Bow,General,Armored,Brown,TRUE,Promoted
Frost,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/frost.png,New Mystery of the Emblem,Male,Tome|Staff,Bishop,Infantry,White|Bald,FALSE,Promoted
Michalis,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/michalis.png,New Mystery of the Emblem,Male,Lance|Axe,Dracoknight,Flying,Red,TRUE,Promoted
Nyna,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/nyna.png,New Mystery of the Emblem,Female,Tome|Staff,Bishop,Infantry,Yellow,TRUE,Promoted
Alm,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/alm.png,Echoes: Shadows of Valentia,Male,Sword,Fighter(Alm),Infantry,Green,TRUE,Unpromoted
Lukas,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/lukas.png,Echoes: Shadows of Valentia,Male,Lance,Soldier,Infantry,Red,TRUE,Unpromoted
Gray,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/gray.png,Echoes: Shadows of Valentia,Male,Sword,Villager,Infantry,Black,TRUE,Trainee
Tobin,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/tobin.png,Echoes: Shadows of Valentia,Male,Sword,Villager,Infantry,Brown,TRUE,Trainee
Kliff,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/kliff.png,Echoes: Shadows of Valentia,Male,Sword,Villager,Infantry,White,TRUE,Trainee
Faye,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/faye.png,Echoes: Shadows of Valentia,Female,Sword,Villager,Infantry,Yellow,TRUE,Trainee
Silque,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/silque.png,Echoes: Shadows of Valentia,Female,White Magic|Black Magic,Cleric,Infantry,Blue,TRUE,Unpromoted
Clair,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/clair.png,Echoes: Shadows of Valentia,Female,Lance,Pegasus Knight,Flying,Yellow,TRUE,Unpromoted
Clive,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/clive.png,Echoes: Shadows of Valentia,Male,Lance,Cavalier,Cavalry,Yellow,TRUE,Unpromoted
Forsyth,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/forsyth.png,Echoes: Shadows of Valentia,Male,Lance,Soldier,Infantry,Green,TRUE,Unpromoted
Python,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/python.png,Echoes: Shadows of Valentia,Male,Bow,Archer,Infantry,Blue,TRUE,Unpromoted
Luthier,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/luthier.png,Echoes: Shadows of Valentia,Male,Black Magic,Mage,Infantry,Orange|Yellow,TRUE,Unpromoted
Mathilda,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/mathilda.png,Echoes: Shadows of Valentia,Female,Lance,Paladin,Cavalry,Yellow,TRUE,Promoted
Delthea,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/delthea.png,Echoes: Shadows of Valentia,Female,Black Magic,Mage,Infantry,Brown,TRUE,Unpromoted
Tatiana,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/tatiana.png,Echoes: Shadows of Valentia,Female,White Magic|Black Magic,Saint,Infantry,Turquoise,TRUE,Promoted
Zeke,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/zeke.png,Echoes: Shadows of Valentia,Male,Lance,Gold Knight,Cavalry,Yellow,TRUE,Promoted
Mycen,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/mycen.png,Echoes: Shadows of Valentia,Male,Lance,Gold Knight,Cavalry,Gray,TRUE,Promoted
Celica,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/celica.png,Echoes: Shadows of Valentia,Female,Black Magic|Sword|White Magic,Priestess(Celica),Infantry,Orange,TRUE,Unpromoted
Mae,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/mae.png,Echoes: Shadows of Valentia,Female,Black Magic,Mage,Infantry,Pink,TRUE,Unpromoted
Boey,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/boey.png,Echoes: Shadows of Valentia,Male,Black Magic,Mage,Infantry,White,TRUE,Unpromoted
Genny,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/genny.png,Echoes: Shadows of Valentia,Female,White Magic|Black Magic,Cleric,Infantry,Pink,TRUE,Unpromoted
Saber,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/saber.png,Echoes: Shadows of Valentia,Male,Sword,Mercenary,Infantry,Orange,TRUE,Unpromoted
Valbar,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/valbar.png,Echoes: Shadows of Valentia,Male,Lance,Knight,Armored,Brown,TRUE,Promoted
Kamui,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/kamui.png,Echoes: Shadows of Valentia,Male,Lance,Mercenary,Infantry,Black,TRUE,Unpromoted
Leon,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/leon.png,Echoes: Shadows of Valentia,Male,Bow,Archer,Infantry,Purple,TRUE,Unpromoted
Atlas,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/atlas.png,Echoes: Shadows of Valentia,Male,Sword,Villager,Infantry,Gray,TRUE,Trainee
Jesse,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/jesse.png,Echoes: Shadows of Valentia,Male,Sword,Mercenary,Infantry,Yellow,TRUE,Unpromoted
Sonya,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/sonya.png,Echoes: Shadows of Valentia,Female,Black Magic,Mage,Infantry,Purple,TRUE,Unpromoted
Deen (Echoes),https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/deen(echoes).png,Echoes: Shadows of Valentia,Male,Sword,Myrmidon,Infantry,Purple,TRUE,Unpromoted
Nomah,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/nomah.png,Echoes: Shadows of Valentia,Male,Black Magic|White Magic,Sage,Infantry,White,TRUE,Promoted
Conrad,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/conrad.png,Echoes: Shadows of Valentia,Male,Lance,Paladin,Cavalry,Orange,TRUE,Promoted
Emma,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/emma.png,Echoes: Shadows of Valentia,Female,Lance,Falcon Knight,Flying,Brown,FALSE,Promoted
Randal,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/randal.png,Echoes: Shadows of Valentia,Male,Lance,Paladin,Cavalry,Green,FALSE,Promoted
Yuzu,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/yuzu.png,Echoes: Shadows of Valentia,Female,Sword|Black Magic|White Magic,Priestess,Infantry,Purple,FALSE,Promoted
Shade,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/shade.png,Echoes: Shadows of Valentia,Female,Black Magic|White Magic,Saint,Infantry,Gray,FALSE,Promoted
Sigurd,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/sigurd.png,Genealogy of the Holy War,Male,Sword|Lance,Knight Lord,Cavalry,Blue,TRUE,Promoted
Naoise,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/naoise.png,Genealogy of the Holy War,Male,Sword|Lance,Cavalier,Cavalry,Yellow,TRUE,Unpromoted
Alec,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/alec.png,Genealogy of the Holy War,Male,Sword|Lance,Cavalier,Cavalry,Green,TRUE,Unpromoted
Arden,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/arden.png,Genealogy of the Holy War,Male,Sword,Sword Armor,Armored,Green,TRUE,Unpromoted
Azelle,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/azelle.png,Genealogy of the Holy War,Male,Fire Magic|Thunder Magic|Wind Magic,Mage,Infantry,Red,TRUE,Unpromoted
Lex,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/lex.png,Genealogy of the Holy War,Male,Axe,Axe Knight,Cavalry,Blue,TRUE,Unpromoted
Quan,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/quan.png,Genealogy of the Holy War,Male,Lance,Duke Knight,Cavalry,Brown,TRUE,Promoted
Finn,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/finn.png,Genealogy of the Holy War|Thracia 776,Male,Lance,Lance Knight,Cavalry,Blue,TRUE,Unpromoted
Ethlyn,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/ethlyn.png,Genealogy of the Holy War,Female,Sword|Staff,Troubadour,Cavalry,Pink,TRUE,Unpromoted
Midir,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/midir.png,Genealogy of the Holy War,Male,Bow,Arch Knight,Cavalry,Green,TRUE,Unpromoted
Dew,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/dew.png,Genealogy of the Holy War,Male,Sword,Thief,Infantry,Yellow,TRUE,Unpromoted
Edain,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/edain.png,Genealogy of the Holy War,Female,Staff,Priest,Infantry,Yellow,TRUE,Unpromoted
Ayra,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/ayra.png,Genealogy of the Holy War,Female,Sword,Sword Fighter,Infantry,Black,TRUE,Unpromoted
Deirdre,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/deirdre.png,Genealogy of the Holy War,Female,Light Magic|Staff,Shaman(Genealogy),Infantry,Purple,TRUE,Unpromoted
Jamke,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/jamke.png,Genealogy of the Holy War,Male,Bow,Bow Fighter,Infantry,Brown,TRUE,Unpromoted
Chulainn,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/chulainn.png,Genealogy of the Holy War,Male,Sword,Sword Fighter,Infantry,Yellow,TRUE,Unpromoted
Lachesis,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/lachesis.png,Genealogy of the Holy War,Female,Sword|Staff,Princess,Infantry,Yellow,TRUE,Unpromoted
Beowolf,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/beowolf.png,Genealogy of the Holy War,Male,Sword,Free Knight,Cavalry,Yellow,TRUE,Unpromoted
Lewyn,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/lewyn.png,Genealogy of the Holy War,Male,Fire Magic|Thunder Magic|Wind Magic|Light Magic,Bard(Mage),Infantry,Green,TRUE,Unpromoted
Silvia,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/silvia.png,Genealogy of the Holy War,Female,Sword,Dancer,Infantry,Green,TRUE,Unique
Erinys,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/erinys.png,Genealogy of the Holy War,Female,Sword|Lance,Pegasus Knight,Flying,Green,TRUE,Unpromoted
Brigid,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/brigid.png,Genealogy of the Holy War,Female,Bow,Sniper,Infantry,Yellow,TRUE,Promoted
Tailtiu,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/tailtiu.png,Genealogy of the Holy War,Female,Thunder Magic,Thunder Mage,Infantry,Purple,TRUE,Unpromoted
Claud,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/claud.png,Genealogy of the Holy War,Male,Fire Magic|Thunder Magic|Wind Magic|Staff,High Priest,Infantry,Yellow,TRUE,Promoted
Seliph,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/seliph.png,Genealogy of the Holy War,Male,Sword,Junior Lord,Infantry,Blue,TRUE,Unpromoted
Scáthach,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/scathach.png,Genealogy of the Holy War,Male,Sword,Sword Fighter,Infantry,Black,TRUE,Unpromoted
Dalvin,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/dalvin.png,Genealogy of the Holy War,Male,Sword,Sword Fighter,Infantry,Black,FALSE,Unpromoted
Larcei,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/larcei.png,Genealogy of the Holy War,Female,Sword,Sword Fighter,Infantry,Black,TRUE,Unpromoted
Creidne,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/creidne.png,Genealogy of the Holy War,Female,Sword,Sword Fighter,Infantry,Black,FALSE,Unpromoted
Lana,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/lana.png,Genealogy of the Holy War,Female,Staff,Priest,Infantry,Orange,TRUE,Unpromoted
Miurne,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/miurne.png,Genealogy of the Holy War,Female,Staff,Priest,Infantry,Black,FALSE,Unpromoted
Diarmuid,https://pub-e9fde94e368540cf8e529614fd1b2295.r2.dev/diarmuid.png,Genealogy of the Holy War|Thracia 776,Male,Sword,Free Knight,Cavalry,Yellow,TRUE,Unpromoted
